"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014061214596,2014-06-02,2014-05-04 00:00:00,"OGG","Kahului-Maui, HI","Hawaiian Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014061214597,2014-06-02,2014-05-11 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Delta Air Lines","Property Damage","Checked Baggage","Home Decor",NA,"-"
2014061214598,2014-06-04,2014-04-12 00:00:00,"JFK","John F. Kennedy International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Other",73,"Approve in Full"
2014061214599,2014-06-02,2014-05-21 00:00:00,"KOA","Kona International","UAL","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014061214600,2014-06-02,2014-05-19 00:00:00,"LAX","Los Angeles International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014061214601,2014-06-03,2014-03-30 15:50:00,"AUS","Austin-Bergstrom International Airport","Jet Blue","Property Damage","Checked Baggage","Other",122.22,"Approve in Full"
2014061314602,2014-06-06,2014-05-04 17:00:00,"SLC","Salt Lake City International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014061314603,2014-06-03,2014-05-14 00:00:00,"IAD","Washington Dulles International","KLM Royal Dutch Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",110.7,"Approve in Full"
2014061314604,2014-06-06,2014-05-06 17:00:00,"OAK","Metropolitan Oakland International","Southwest Airlines","Passenger Property Loss","Checkpoint","Clothing; Jewelry & Watches",0,"Deny"
2014061314605,2014-06-06,2014-05-30 10:30:00,"BOS","Boston (Logan) International Airport","USAir","Passenger Property Loss","Checked Baggage","Clothing; Cosmetics & Grooming",0,"Deny"
2014061314606,2014-06-06,2013-10-04 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014061314607,2014-06-04,2014-04-29 05:30:00,"UNV","University Park Airport","UAL","Passenger Property Loss","Checked Baggage","Jewelry & Watches; Jewelry & Watches; Other; Personal Accessories",0,"Deny"
2014061314608,2014-06-06,2014-05-08 00:00:00,"MIA","Miami International Airport","Copa Airlines","Passenger Property Loss","Checked Baggage","Medical/Science; Travel Accessories",0,"Deny"
2014061314609,2014-06-06,2014-05-04 19:00:00,"DTW","Detroit Metropolitan Wayne County Airport","Delta Air Lines","Property Damage","Checkpoint","Computer & Accessories",546.49,"Settle"
2014061314610,2014-06-04,2014-04-12 17:40:00,"DAL","Dallas Love Field","Southwest Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314611,2014-06-06,2014-05-23 00:00:00,"ABQ","Albuquerque International Sunport Airport","Delta Air Lines","Property Damage","Checked Baggage","Travel Accessories",12.5,"Approve in Full"
2014061314612,2014-06-13,2014-05-30 16:30:00,"SRQ","Sarasota Bradenton International","Jet Blue","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",NA,"-"
2014061314613,2014-06-05,2014-04-25 00:00:00,"JFK","John F. Kennedy International","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014061314614,2014-06-06,2012-06-07 10:00:00,"BKG","Branson Airport","AirTran Airlines","Personal Injury","Checked Baggage","Medical/Science",0,"Deny"
2014061314615,2014-06-04,2014-05-24 08:15:00,"ATL","Hartsfield-Jackson Atlanta International Airport","AirTran Airlines","Property Damage","Checkpoint","Personal Electronics",0,"Deny"
2014061314616,2014-06-06,2014-03-31 21:00:00,"FLL","Ft. Lauderdale-Hollywood International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming; Other; Personal Accessories",NA,"-"
2014061314617,2014-06-06,2014-02-19 20:00:00,"CLT","Charlotte/Douglas International Airport","USAir","Property Damage","Checked Baggage","Baggage/Cases/Purses; Other",0,"Deny"
2014061314618,2014-06-05,2014-04-20 00:00:00,"SJC","Norman Y Mineta San Jose International","Delta (Song)","Property Damage","Checked Baggage","Travel Accessories",8,"Approve in Full"
2014061314619,2014-06-09,2014-05-01 00:00:00,"BUR","Bob Hope","Southwest Airlines","Passenger Property Loss","Checkpoint","Other",155,"Approve in Full"
2014061314620,2014-06-09,2014-04-16 13:00:00,"LGA","LaGuardia","-","Passenger Property Loss","Checked Baggage","Clothing",120,"Approve in Full"
2014061314621,2014-06-06,2014-06-01 00:00:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014061314622,2014-06-05,2014-05-12 00:00:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",NA,"-"
2014061314623,2014-06-07,2014-06-01 09:30:00,"ORD","Chicago O'Hare International Airport","American Airlines","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061314624,2014-06-09,2014-06-06 00:00:00,"F","Foreign airport","British Airways","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014061314625,2014-06-10,2014-05-28 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Property Damage","Checkpoint","Baggage/Cases/Purses",42,"Approve in Full"
2014061314626,2014-06-09,2014-06-03 18:00:00,"OAK","Metropolitan Oakland International","-","Passenger Property Loss","Checked Baggage","Food & Drink",49.99,"Approve in Full"
2014061314627,2014-06-05,2014-05-21 22:00:00,"MCO","Orlando International Airport","British Airways","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314628,2014-06-07,2014-05-24 21:00:00,"F","Foreign airport","British Airways","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314629,2014-06-06,2014-03-10 22:04:00,"FLL","Ft. Lauderdale-Hollywood International","Jet Blue","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314630,2014-06-09,2014-06-01 15:00:00,"SEA","Seattle-Tacoma International","British Airways","Passenger Property Loss","Checked Baggage","Other",299.99,"Approve in Full"
2014061314631,2014-06-06,2014-05-23 00:00:00,"MSP","Minneapolis/ St.Paul International Airport","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314632,2014-06-11,2014-05-17 00:00:00,"RNO","Reno/Tahoe International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",501.65,"Settle"
2014061314633,2014-06-06,2014-05-24 18:46:00,"CLT","Charlotte/Douglas International Airport","USAir","Property Damage","Checked Baggage","-",NA,"-"
2014061314634,2014-06-09,2014-06-04 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014061314635,2014-06-05,2014-05-27 00:00:00,"MIA","Miami International Airport","USAir","Property Damage","Checked Baggage","Household Items",0,"Deny"
2014061314636,2014-06-06,2014-05-05 00:00:00,"PHL","Philadelphia International Airport","USAir","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061314637,2014-06-06,2014-05-18 00:00:00,"FLL","Ft. Lauderdale-Hollywood International","Jet Blue","Passenger Property Loss","Checkpoint","Personal Electronics",NA,"-"
2014061314638,2014-06-09,2014-04-28 00:00:00,"MDW","Midway International Airport","Southwest Airlines","Property Damage","Checked Baggage","Clothing",NA,"-"
2014061314639,2014-06-10,2014-05-25 11:53:00,"OGG","Kahului-Maui, HI","Hawaiian Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014061614640,2014-06-10,2014-04-29 06:00:00,"OAK","Metropolitan Oakland International","USAir","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014061614641,2014-06-10,2014-03-13 16:25:00,"ZZX","Non TSA Airport (motor vehicle)","-","Motor Vehicle","Motor Vehicle","-",NA,"-"
2014061614642,2014-06-10,2014-05-26 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",184.44,"Approve in Full"
2014061614643,2014-06-08,2014-06-06 00:00:00,"EWR","Newark International Airport","UAL","Property Damage","Checked Baggage","Other",15,"Approve in Full"
2014061614644,2014-06-06,2014-03-24 00:00:00,"PHL","Philadelphia International Airport","Delta Air Lines","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061614645,2014-06-10,2014-06-05 15:00:00,"HOU","William P. Hobby","Southwest Airlines","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061614646,2014-06-10,2014-04-19 17:30:00,"LAX","Los Angeles International Airport","Alaska Airlines","Property Damage","Checked Baggage","Cameras",446.76,"Approve in Full"
2014061614647,2014-06-09,2014-02-06 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Travel Accessories",NA,"-"
2014061614648,2014-06-08,2014-05-26 00:00:00,"LAX","Los Angeles International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",23.8,"Approve in Full"
2014061614649,2014-06-10,2014-01-09 22:30:00,"IAD","Washington Dulles International","-","Property Damage","Checked Baggage","Jewelry & Watches",0,"Deny"
2014061614650,2014-06-08,2014-06-02 15:45:00,"MIA","Miami International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",27.25,"Approve in Full"
2014061614651,2014-06-06,2014-06-01 00:00:00,"STT","Cyril E. King International","American Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014061614652,2014-06-07,2014-05-28 15:15:00,"IND","Indianapolis International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014061614653,2014-06-10,2014-01-09 22:30:00,"IAD","Washington Dulles International","-","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061614654,2014-06-10,2014-04-20 00:00:00,"JFK","John F. Kennedy International","Egypt Air","Passenger Property Loss","Checked Baggage","Personal Electronics",200,"Settle"
2014061614655,2014-06-05,2014-05-24 15:30:00,"IAD","Washington Dulles International","UAL","Property Damage","Checked Baggage","Travel Accessories",24.77,"Approve in Full"
2014061614656,2014-06-09,2014-05-07 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Property Damage","Checkpoint","Personal Accessories",279,"Approve in Full"
2014061614658,2014-06-09,2014-05-29 00:00:00,"MDW","Midway International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Medical/Science",0,"Deny"
2014061614659,2014-06-09,2014-06-01 00:00:00,"CLE","Cleveland Hopkins International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",10,"Approve in Full"
2014061614660,2014-06-09,2014-06-01 00:00:00,"LAX","Los Angeles International Airport","UAL","Property Damage","Checked Baggage","Automobile Parts & Accessories",125.96,"Approve in Full"
2014061614661,2014-06-09,2014-06-03 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","UAL","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014061614662,2014-06-04,2014-05-27 08:00:00,"MIA","Miami International Airport","Delta Air Lines","Property Damage","Checked Baggage","Travel Accessories",12.52,"Approve in Full"
2014061614663,2014-06-10,2014-06-09 15:35:00,"ATW","Outagamie County","UAL","Property Damage","Checkpoint","Personal Accessories",223.71,"Settle"
2014061614664,2014-06-09,2014-05-06 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","Turkish Airlines","Passenger Property Loss","Checked Baggage","Clothing",45.5,"Settle"
2014061614665,2014-06-10,2014-05-28 00:00:00,"MCO","Orlando International Airport","Jet Blue","Complaint","Checked Baggage","Other",0,"Deny"
2014061614666,2014-06-05,2014-05-30 06:15:00,"VPS","Okaloosa/ Northwest Florida","Delta Air Lines","Passenger Property Loss","Checked Baggage","Medical/Science",NA,"-"
2014061614667,2014-06-10,2014-05-28 00:00:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014061614668,2014-06-06,2014-05-26 00:00:00,"SJU","Luis Munoz Marin International","Jet Blue","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014061614669,2014-06-10,2014-05-31 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","KLM Royal Dutch Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",183,"Approve in Full"
2014061614670,2014-06-10,2014-06-09 00:00:00,"LAS","McCarran International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Currency",0,"Deny"
2014061614671,2014-06-06,2014-06-05 10:30:00,"BUR","Bob Hope","USAir","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061614672,2014-06-10,2014-05-31 14:57:00,"BNA","Nashville International","Southwest Airlines","Property Damage","Checked Baggage","Audio/Video",79.99,"Approve in Full"
2014061714673,2014-06-10,2014-06-06 10:35:00,"ORD","Chicago O'Hare International Airport","USAir","Passenger Property Loss","Checked Baggage","Other",20,"Approve in Full"
2014061714674,2014-06-10,2014-03-31 15:00:00,"RSW","Southwest Florida International","Jet Blue","Property Damage","Checkpoint","Baggage/Cases/Purses",NA,"-"
2014061714675,2014-06-10,2014-05-02 14:00:00,"LGA","LaGuardia","American Airlines","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061714676,2014-06-10,2014-05-25 12:00:00,"STL","Lambert St. Louis International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014061714677,2014-06-10,2014-06-01 07:30:00,"LAX","Los Angeles International Airport","American Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",369,"Approve in Full"
2014061714678,2014-06-17,2014-05-30 00:00:00,"LAS","McCarran International","Hawaiian Airlines","Property Damage","Checked Baggage","Cosmetics & Grooming; Household Items",24.68,"Approve in Full"
2014061714679,2014-06-10,2014-05-25 12:07:00,"XNA","Northwest Arkansas Regional","USAir","Passenger Property Loss","Checkpoint","Personal Accessories",130,"Settle"
2014061714680,2014-06-10,2014-05-19 15:46:00,"JFK","John F. Kennedy International","Delta Air Lines","Property Damage","Checked Baggage","Cameras",NA,"-"
2014061714681,2014-06-08,2014-05-29 15:30:00,"RSW","Southwest Florida International","Jet Blue","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061714682,2014-06-10,2014-05-30 07:00:00,"LAX","Los Angeles International Airport","-","Passenger Property Loss","Checked Baggage","Other",NA,"-"
2014061714683,2014-06-09,2014-05-16 00:00:00,"GFK","Grand Forks - Mark Andrews International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014061714684,2014-06-10,2014-05-20 12:00:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Property Damage","Checked Baggage","Food & Drink",150,"Approve in Full"
2014061714685,2014-06-10,2014-06-08 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Books, Magazines & Other",120,"Approve in Full"
2014061714686,2014-06-12,2014-05-26 19:00:00,"MCO","Orlando International Airport","-","Property Damage","Checkpoint","Personal Electronics",269,"Approve in Full"
2014061714687,2014-06-12,2014-05-24 00:00:00,"PHX","Phoenix Sky Harbor International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",90,"Settle"
2014061714688,2014-06-06,2014-05-06 00:00:00,"JAX","Jacksonville International","USAir","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014061714690,2014-06-08,2014-06-07 11:55:00,"MSP","Minneapolis/ St.Paul International Airport","Southwest Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014061714691,2014-06-17,2014-04-25 05:10:00,"ORD","Chicago O'Hare International Airport","Air Canada","Passenger Property Loss","Checkpoint","Personal Electronics",NA,"-"
2014061714692,2014-06-09,2014-05-27 16:00:00,"SAN","San Diego International","British Airways","Passenger Property Loss","Checked Baggage","Personal Electronics",0,"Deny"
2014061714693,2014-06-10,2014-05-01 07:00:00,"RIC","Richmond International","UAL","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061714694,2014-06-06,2014-05-31 15:15:00,"ORD","Chicago O'Hare International Airport","Delta Air Lines","Passenger Property Loss","Checkpoint","Other",99.95,"Approve in Full"
2014061714695,2014-06-12,2014-04-06 14:30:00,"MEM","Memphis International Airport","Delta Air Lines","Property Damage","Checked Baggage","Clothing",NA,"-"
2014061714696,2014-06-12,2014-05-29 00:00:00,"MCO","Orlando International Airport","Jet Blue","Passenger Property Loss","Checked Baggage","Travel Accessories",10.57,"Approve in Full"
2014061714697,2014-06-12,2014-05-23 14:00:00,"CAK","Akron-Canton Regional","-","Passenger Property Loss","Checkpoint","Currency",NA,"-"
2014061714698,2014-06-10,2014-05-21 07:00:00,"LAX","Los Angeles International Airport","American Airlines","Property Damage","Checkpoint","Personal Accessories",427.5,"Settle"
2014061714699,2014-06-12,2014-05-22 00:00:00,"MOB","Mobile Regional","Delta Air Lines","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014061714700,2014-06-10,2014-05-20 00:00:00,"DTW","Detroit Metropolitan Wayne County Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Travel Accessories",9.91,"Settle"
2014061714701,2014-06-05,2014-03-13 00:00:00,"LAX","Los Angeles International Airport","American Airlines","Passenger Property Loss","Checkpoint","Currency",NA,"-"
2014061714702,2014-06-12,2014-05-19 04:47:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checkpoint","Personal Accessories",0,"Deny"
2014061714703,2014-06-12,2014-05-18 10:30:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Property Damage","Checkpoint","Personal Accessories",32,"Approve in Full"
2014061714704,2014-06-09,2014-05-09 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checkpoint","Personal Accessories",0,"Deny"
2014061714705,2014-06-10,2014-05-20 00:00:00,"LGB","Long Beach","Jet Blue","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061714706,2014-06-10,2014-05-29 00:00:00,"PHX","Phoenix Sky Harbor International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014061714707,2014-06-10,2014-05-06 00:00:00,"PBI","Palm Beach International","Jet Blue","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061714708,2014-06-10,2014-01-13 00:00:00,"F","Foreign airport","-","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061714709,2014-06-10,2014-03-22 10:00:00,"MSP","Minneapolis/ St.Paul International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",100,"Approve in Full"
2014061814710,2014-06-10,2014-03-12 00:00:00,"FLL","Ft. Lauderdale-Hollywood International","Delta Air Lines","Property Damage","Checked Baggage","Clothing",NA,"-"
2014061814711,2014-06-10,2014-05-18 12:00:00,"HNL","Honolulu International Airport","Alaska Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",64.99,"Settle"
2014061814712,2014-06-10,2014-05-18 12:00:00,"HNL","Honolulu International Airport","Alaska Airlines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",125,"Approve in Full"
2014061814713,2014-06-10,2014-05-20 17:00:00,"MSY","New Orleans International","UAL","Passenger Property Loss","Checked Baggage","Other",72,"Approve in Full"
2014061814714,2014-06-11,2014-05-02 05:30:00,"COD","Yellowstone Regional","UAL","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061814715,2014-06-09,2014-05-29 00:00:00,"PHX","Phoenix Sky Harbor International","American Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014061814716,2014-06-10,2014-04-13 07:30:00,"JFK","John F. Kennedy International","American Airlines","Property Damage","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014061814717,2014-06-10,2014-05-19 00:00:00,"PWM","Portland International Jetport","USAir","Passenger Property Loss","Checked Baggage","Travel Accessories",20,"Approve in Full"
2014061814718,2014-06-10,2014-05-24 09:30:00,"SMF","Sacramento International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014061814719,2014-06-10,2014-05-15 05:15:00,"DEN","Denver International Airport","Frontier Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014061814720,2014-06-10,2014-05-05 18:15:00,"CDC","Cedar City Municipal","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061814721,2014-06-11,2014-05-23 13:30:00,"JFK","John F. Kennedy International","UAL","Passenger Property Loss","Checked Baggage","Personal Electronics",300,"Settle"
2014061814722,2014-06-11,2014-01-08 12:40:00,"LAX","Los Angeles International Airport","Southwest Airlines","Property Damage","Checked Baggage","Other",340,"Approve in Full"
2014061814723,2014-06-09,2014-05-11 00:00:00,"PDX","Portland International","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",12,"Approve in Full"
2014061814724,2014-06-11,2014-06-09 14:00:00,"MIA","Miami International Airport","Avianca","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
2014061814725,2014-06-10,2014-04-29 00:00:00,"SEA","Seattle-Tacoma International","Southwest Airlines","Property Damage","Checked Baggage","Medical/Science",NA,"-"
2014061814726,2014-06-10,2014-05-07 00:00:00,"ABE","Lehigh Valley International Airport, Allentown","Allegiant Air","Property Damage","Checked Baggage","Other",0,"Deny"
2014061814727,2014-06-11,2014-06-04 00:00:00,"MCO","Orlando International Airport","Spirit Airlines","Property Damage","Checked Baggage","Clothing",0,"Deny"
2014061814728,2014-06-10,2014-06-08 00:00:00,"MSN","Dane County Regional (Madison)","Frontier Airlines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014061814729,2014-06-11,2013-10-24 07:00:00,"SEA","Seattle-Tacoma International","UAL","Property Damage","Checked Baggage","Sporting Equipment & Supplies",108.61,"Approve in Full"
2014061814730,2014-06-11,2014-06-08 00:00:00,"BUR","Bob Hope","Southwest Airlines","Property Damage","Checkpoint","Personal Electronics",249,"Approve in Full"
2014061814731,2014-06-10,2014-06-05 00:00:00,"PHL","Philadelphia International Airport","American Airlines","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061814732,2014-06-10,2014-06-05 00:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checkpoint","Baggage/Cases/Purses",0,"Deny"
2014061814733,2014-06-10,2014-06-09 00:00:00,"SEA","Seattle-Tacoma International","Alaska Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014061814734,2014-06-10,2014-05-16 18:15:00,"MCO","Orlando International Airport","Virgin Atlantic","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014061914735,2014-06-12,2014-04-26 04:15:00,"DFW","Dallas-Fort Worth International Airport","UAL","Passenger Property Loss","Checkpoint","Jewelry & Watches",0,"Deny"
2014061914736,2014-06-19,2014-05-12 13:55:00,"SLC","Salt Lake City International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",106.85,"Approve in Full"
2014061914737,2014-06-19,2014-06-19 00:00:00,"-","-","UAL","Passenger Property Loss","Checked Baggage","Books, Magazines & Other; Cameras",NA,"-"
2014061914738,2014-06-11,2014-05-25 00:00:00,"F","Foreign airport","British Airways","Passenger Property Loss","Checked Baggage","-",NA,"-"
2014061914739,2014-06-12,2014-05-31 11:00:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Food & Drink",0,"Deny"
2014061914740,2014-06-11,2014-05-17 17:37:00,"FLL","Ft. Lauderdale-Hollywood International","USAir","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014061914741,2014-06-11,2014-06-03 00:00:00,"DTW","Detroit Metropolitan Wayne County Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014061914742,2014-06-12,2014-05-10 14:00:00,"MCO","Orlando International Airport","Copa Airlines","Property Damage","Checked Baggage","-",0,"Deny"
2014061914743,2014-06-04,2014-05-27 11:00:00,"LAX","Los Angeles International Airport","Jet Blue","Property Damage","Checked Baggage","Other",0,"Deny"
2014061914744,2014-06-11,2014-05-26 17:50:00,"MCO","Orlando International Airport","Alaska Airlines","Property Damage","Checked Baggage","Food & Drink",175,"Settle"
2014061914745,2014-06-12,2013-06-16 17:00:00,"PHL","Philadelphia International Airport","Lufthansa","Passenger Property Loss","Checked Baggage","Computer & Accessories; Cosmetics & Grooming; Personal Electronics; Personal Electronics",0,"Deny"
2014061914746,2014-06-10,2014-05-17 00:00:00,"LAX","Los Angeles International Airport","-","Property Damage","Checkpoint","Personal Electronics",30,"Settle"
2014061914747,2014-06-04,2014-05-27 13:00:00,"TYR","Tyler Pounds Field","American Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",NA,"-"
2014061914749,2014-06-12,2014-05-19 20:00:00,"JFK","John F. Kennedy International","Jet Blue","Passenger Property Loss","Checked Baggage","Sporting Equipment & Supplies",52.59,"Approve in Full"
2014061914750,2014-06-11,2014-05-18 00:00:00,"LAS","McCarran International","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",43,"Approve in Full"
2014061914751,2014-06-05,2014-05-19 00:00:00,"BNA","Nashville International","Southwest Airlines","Property Damage","Checked Baggage","Cameras",NA,"-"
2014061914752,2014-06-12,2014-06-03 14:10:00,"LAX","Los Angeles International Airport","Southwest Airlines","Property Damage","Checked Baggage","Automobile Parts & Accessories; Baggage/Cases/Purses; Clothing; Food & Drink; Other",0,"Deny"
2014061914753,2014-06-11,2014-04-15 00:00:00,"MHK","Manhattan Regional","American Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014061914754,2014-06-11,2014-03-12 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014061914755,2014-06-11,2014-06-10 16:00:00,"IND","Indianapolis International","Delta Air Lines","Property Damage","Checkpoint","Baggage/Cases/Purses",70,"Approve in Full"
2014061914756,2014-06-11,2014-04-08 08:05:00,"EWR","Newark International Airport","Virgin America","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014061914757,2014-06-11,2014-06-07 00:00:00,"DEN","Denver International Airport","British Airways","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014061914758,2014-06-11,2014-05-28 19:00:00,"BOS","Boston (Logan) International Airport","Jet Blue","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014061914759,2014-06-13,2014-06-04 00:00:00,"MEM","Memphis International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Medical/Science",NA,"-"
2014061914760,2014-06-13,2014-06-12 00:00:00,"PHL","Philadelphia International Airport","-","Property Damage","Checkpoint","Computer & Accessories",NA,"-"
2014061914761,2014-06-11,2014-06-06 00:00:00,"SAN","San Diego International","Southwest Airlines","Property Damage","Checked Baggage","-",74.19,"Approve in Full"
2014061914762,2014-06-13,2014-05-26 00:00:00,"BOS","Boston (Logan) International Airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",22.97,"Approve in Full"
2014061914763,2014-06-11,2014-06-03 00:00:00,"PDX","Portland International","-","Property Damage","Checked Baggage","Baggage/Cases/Purses",47.5,"Approve in Full"
2014061914765,2014-06-11,2014-06-10 00:00:00,"BOS","Boston (Logan) International Airport","-","Passenger Property Loss","Checkpoint","Personal Electronics",NA,"-"
2014061914766,2014-06-12,2011-08-24 08:30:00,"MCO","Orlando International Airport","-","Personal Injury","Checkpoint","-",0,"Deny"
