"Claim Number","Date Received","Incident Date","Airport Code","Airport Name","Airline Name","Claim Type","Claim Site","Item Category","Close Amount","Disposition"
2014010810625,2014-01-02,2013-12-14 08:30:00,"PBI","Palm Beach International","Delta Air Lines","Property Damage","Checkpoint","Baggage/Cases/Purses",310,"Approve in Full"
2014010810626,2014-01-06,2013-06-11 10:30:00,"SEA","Seattle-Tacoma International","Alaska Airlines","Property Damage","Checkpoint","Personal Accessories",115.38,"Settle"
2014010810627,2014-01-03,2013-12-26 15:45:00,"PBI","Palm Beach International","Southwest Airlines","Property Damage","Checked Baggage","Other",626.89,"Approve in Full"
2014010810628,2014-01-06,2014-01-03 14:58:00,"SEA","Seattle-Tacoma International","Southwest Airlines","Property Damage","Checked Baggage","Sporting Equipment & Supplies",NA,"-"
2014010810629,2014-01-06,2014-01-01 23:30:00,"JFK","John F. Kennedy International","Turkish Airlines","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
2014010810630,2014-01-02,2013-12-29 11:30:00,"OAK","Metropolitan Oakland International","Southwest Airlines","Property Damage","Checkpoint","Hunting & Fishing Items",100,"Approve in Full"
2014010810631,2014-01-06,2013-12-10 00:00:00,"F","Foreign airport","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing; Cosmetics & Grooming",0,"Deny"
2014010810632,2014-01-04,2013-12-23 00:00:00,"BOS","Boston (Logan) International Airport","Delta Air Lines","Property Damage","Checked Baggage","Personal Electronics",0,"Deny"
2014010810633,2014-01-05,2013-12-16 12:30:00,"F","Foreign airport","British Airways","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014010810634,2014-01-06,2013-07-28 15:00:00,"EWR","Newark International Airport","Lufthansa","Passenger Property Loss","Checkpoint","Clothing; Jewelry & Watches",100,"Approve in Full"
2014010810635,2014-01-06,2013-12-30 19:00:00,"ABQ","Albuquerque International Sunport Airport","Southwest Airlines","Property Damage","Checkpoint","Clothing",139.1,"Approve in Full"
2014010810636,2014-01-08,2013-12-29 07:55:00,"FLL","Ft. Lauderdale-Hollywood International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Food & Drink",26,"Approve in Full"
2014010810637,2014-01-02,2013-12-27 14:00:00,"DCA","Ronald Reagan Washington National Airport","American Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014010810638,2014-01-06,2013-12-24 00:00:00,"DEN","Denver International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014010810639,2014-01-03,2013-07-29 13:00:00,"LAX","Los Angeles International Airport","UAL","Passenger Property Loss","Checked Baggage","Other",0,"Deny"
2014010810640,2014-01-06,2013-12-22 18:45:00,"DTW","Detroit Metropolitan Wayne County Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Clothing; Jewelry & Watches",0,"Deny"
2014010810641,2014-01-03,2013-12-26 00:00:00,"SEA","Seattle-Tacoma International","Alaska Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",50,"Settle"
2014010810642,2014-01-06,2014-01-02 05:00:00,"PSP","Palm Springs International","Alaska Airlines","Property Damage","Checkpoint","Travel Accessories",79.99,"Settle"
2014010810643,2014-01-06,2013-12-02 00:00:00,"SAN","San Diego International","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",42.8,"Approve in Full"
2014010810644,2014-01-06,2013-08-21 14:30:00,"IAH","Houston - George Bush Intercontinental Airport","Air France","Property Damage","Checked Baggage","Food & Drink",15,"Approve in Full"
2014010810645,2014-01-06,2013-12-17 11:35:00,"BUF","Buffalo Niagara International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014010810646,2014-01-06,2013-12-11 09:00:00,"LAS","McCarran International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014010810647,2014-01-03,2013-12-18 00:00:00,"BHM","Birmingham International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Medical/Science",0,"Deny"
2014010810648,2014-01-05,2013-12-12 07:00:00,"MEM","Memphis International Airport","Delta Air Lines","Property Damage","Checkpoint","Personal Accessories",128.4,"Approve in Full"
2014010810649,2014-01-06,2014-01-04 15:55:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checkpoint","Personal Electronics",0,"Deny"
2014010810650,2014-01-06,2013-12-13 17:00:00,"JFK","John F. Kennedy International","Austrian Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",407.74,"Settle"
2014010810651,2014-01-03,2013-12-19 18:35:00,"RDU","Raleigh-Durham International","UAL","Property Damage","Checked Baggage","Baggage/Cases/Purses",100,"Approve in Full"
2014010810652,2014-01-06,2013-12-22 10:02:00,"MIA","Miami International Airport","USAir","Passenger Property Loss","Checkpoint","Jewelry & Watches",NA,"-"
2014010810653,2014-01-03,2013-12-04 00:00:00,"BNA","Nashville International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014010810655,2014-01-06,2013-12-12 14:30:00,"EWR","Newark International Airport","UAL","Property Damage","Checked Baggage","Sporting Equipment & Supplies",0,"Deny"
2014010810656,2014-01-06,2013-10-28 11:40:00,"PVD","TF Green Airport, Providence","Southwest Airlines","Property Damage","Checked Baggage","Other",0,"Deny"
2014010810658,2014-01-02,2013-10-21 00:00:00,"JFK","John F. Kennedy International","Brit Air","Passenger Property Loss","Checkpoint","Computer & Accessories",175.83,"Settle"
2014010810659,2014-01-06,2013-12-26 00:00:00,"ILM","Wilmington International","Delta Air Lines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014010910660,2014-01-06,2013-12-27 07:45:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","-","Checkpoint","Other",NA,"-"
2014010910662,2014-01-02,2013-12-17 20:00:00,"JFK","John F. Kennedy International","Virgin America","Passenger Property Loss","Checked Baggage","Food & Drink; Travel Accessories",0,"Deny"
2014010910663,2014-01-02,2013-12-28 06:00:00,"-","-","-","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014010910664,2014-01-03,2013-12-31 16:00:00,"SAN","San Diego International","Alaska Airlines","Property Damage","Checked Baggage","Food & Drink",0,"Deny"
2014010910665,2014-01-03,2013-12-30 00:00:00,"MCO","Orlando International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Personal Electronics",250,"Settle"
2014010910666,2014-01-03,2013-12-30 00:00:00,"SMF","Sacramento International Airport","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",467.5,"Settle"
2014010910667,2014-01-03,2013-12-09 00:00:00,"EWR","Newark International Airport","UAL","Property Damage","Checked Baggage","Home Decor",0,"Deny"
2014010910668,2014-01-03,2013-12-27 00:00:00,"OAK","Metropolitan Oakland International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches; Jewelry & Watches",0,"Deny"
2014010910669,2014-01-02,2013-10-06 10:45:00,"SAN","San Diego International","Alaska Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014010910670,2014-01-03,2014-01-01 00:00:00,"ORD","Chicago O'Hare International Airport","American Airlines","Property Damage","Checked Baggage","Outdoor Items",46.22,"Approve in Full"
2014010910671,2014-01-02,2013-12-19 09:33:00,"SEA","Seattle-Tacoma International","Alaska Airlines","Passenger Property Loss","Checked Baggage","Travel Accessories",14.22,"Approve in Full"
2014010910672,2014-01-03,2013-10-17 15:30:00,"PIT","Pittsburgh International Airport","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",0,"Deny"
2014010910673,2014-01-06,2014-01-04 17:30:00,"JFK","John F. Kennedy International","Aeroflot Russian International","Passenger Property Loss","Checked Baggage","Computer & Accessories; Personal Electronics",1074,"Settle"
2014010910674,2014-01-03,2013-12-05 16:30:00,"ORD","Chicago O'Hare International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Cameras",0,"Deny"
2014010910675,2014-01-06,2013-11-14 11:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Passenger Property Loss","Checkpoint","Personal Electronics",623.7,"Approve in Full"
2014010910676,2014-01-04,2013-12-20 15:00:00,"RSW","Southwest Florida International","Delta Air Lines","Property Damage","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014010910677,2014-01-06,2013-12-23 00:00:00,"DEN","Denver International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014010910678,2014-01-06,2013-12-25 06:00:00,"AVP","Wilkes-Barre/Scranton International","UAL","Passenger Property Loss","Checkpoint","Cameras",NA,"-"
2014010910679,2014-01-08,2013-12-07 11:30:00,"MIA","Miami International Airport","-","Property Damage","Checkpoint","Personal Accessories",0,"Deny"
2014010910680,2014-01-07,2013-12-31 00:00:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checkpoint","Computer & Accessories",155.82,"Approve in Full"
2014010910681,2014-01-06,2013-10-22 10:53:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","Travel Accessories",31.07,"Approve in Full"
2014010910682,2014-01-07,2014-01-04 00:00:00,"EWR","Newark International Airport","UAL","Passenger Property Loss","Checked Baggage","Computer & Accessories",0,"Deny"
2014010910684,2014-01-08,2013-12-29 16:30:00,"JFK","John F. Kennedy International","British Airways","Property Damage","Checkpoint","Clothing",0,"Deny"
2014010910685,2014-01-06,2013-12-16 00:00:00,"ATL","Hartsfield-Jackson Atlanta International Airport","UAL","Passenger Property Loss","Checked Baggage","Clothing",NA,"-"
2014010910686,2014-01-06,2013-12-13 15:30:00,"CLT","Charlotte/Douglas International Airport","USAir","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014010910687,2014-01-06,2014-01-01 06:00:00,"IAD","Washington Dulles International","UAL","Passenger Property Loss","Checked Baggage","Baggage/Cases/Purses",50,"Approve in Full"
2014010910688,2014-01-07,2013-12-22 15:00:00,"DAL","Dallas Love Field","Southwest Airlines","Property Damage","Checkpoint","Personal Electronics",225,"Settle"
2014010910689,2014-01-06,2013-08-29 00:00:00,"ORD","Chicago O'Hare International Airport","Virgin America","Property Damage","Checked Baggage","Baggage/Cases/Purses",392.37,"Settle"
2014010910690,2014-01-06,2014-01-03 16:47:00,"IND","Indianapolis International","American Airlines","Passenger Property Loss","Checked Baggage","Currency; Other",0,"Deny"
2014010910691,2014-01-07,2013-12-28 15:00:00,"LGA","LaGuardia","Delta Air Lines","Passenger Property Loss","Checked Baggage","Other",4,"Approve in Full"
2014010910692,2014-01-03,2013-09-03 23:30:00,"SEA","Seattle-Tacoma International","Delta Air Lines","Property Damage","Checked Baggage","Other",0,"Deny"
2014010910693,2014-01-07,2013-12-30 00:00:00,"JAX","Jacksonville International","USAir","Property Damage","Checkpoint","Personal Accessories",97.45,"Approve in Full"
2014010910694,2014-01-07,2014-01-06 13:30:00,"ALB","Albany International","Southwest Airlines","Property Damage","Checkpoint","Personal Electronics",0,"Deny"
2014010910695,2014-01-03,2013-11-30 05:25:00,"SEA","Seattle-Tacoma International","Virgin America","Property Damage","Checked Baggage","Computer & Accessories",NA,"-"
2014010910696,2014-01-07,2013-11-23 00:00:00,"MCO","Orlando International Airport","Southwest Airlines","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014010910697,2014-01-03,2013-12-12 20:30:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014010910698,2014-01-07,2014-01-05 00:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Personal Accessories",NA,"-"
2014010910699,2014-01-07,2014-01-04 15:21:00,"DEN","Denver International Airport","Southwest Airlines","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014010910700,2014-01-08,2013-12-16 00:00:00,"DFW","Dallas-Fort Worth International Airport","American Airlines","Passenger Property Loss","Checkpoint","Office Equipment & Supplies",NA,"-"
2014010910701,2014-01-07,2013-12-29 00:00:00,"SAT","San Antonio International","American Airlines","Property Damage","Checked Baggage","Home Decor",10.95,"Approve in Full"
2014010910702,2014-01-03,2013-12-13 11:55:00,"MIA","Miami International Airport","American Airlines","-","Checked Baggage","Baggage/Cases/Purses",NA,"-"
2014010910703,2014-01-06,2013-01-17 09:10:00,"MRY","Monterey Peninsula Airport","UAL","Property Damage","Checked Baggage","Other",100,"Settle"
2014011010704,2014-01-06,2014-01-02 00:00:00,"IAD","Washington Dulles International","UAL","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014011010705,2014-01-06,2013-12-21 08:15:00,"MIA","Miami International Airport","Cayman Airlines","Passenger Property Loss","Checked Baggage","Clothing; Cosmetics & Grooming",NA,"-"
2014011010706,2014-01-06,2013-12-17 00:00:00,"BWI","Baltimore/Washington Intl Thurgood Marshall","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",0,"Deny"
2014011010707,2014-01-07,2013-12-21 17:30:00,"HNL","Honolulu International Airport","Hawaiian Airlines","Property Damage","Checked Baggage","Clothing",250,"Approve in Full"
2014011010708,2014-01-06,2013-12-28 00:00:00,"EWR","Newark International Airport","Aer Lingus","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014011010709,2014-01-06,2013-12-27 19:30:00,"PSP","Palm Springs International","Sun Country Airlines Inc","Property Damage","Checked Baggage","Household Items",84,"Settle"
2014011010710,2014-01-07,2014-01-05 00:00:00,"TTN","Trenton-Mercer","Frontier Airlines","Passenger Property Loss","Checked Baggage","Clothing",0,"Deny"
2014011010711,2014-01-03,2013-12-22 19:45:00,"IAD","Washington Dulles International","UAL","Passenger Property Loss","Checked Baggage","Cosmetics & Grooming",0,"Deny"
2014011010712,2014-01-06,2013-12-28 06:00:00,"PDX","Portland International","American Airlines","Property Damage","Checkpoint","Jewelry & Watches",60,"Approve in Full"
2014011010713,2014-01-06,2014-01-01 00:00:00,"SEA","Seattle-Tacoma International","Southwest Airlines","Passenger Property Loss","Checked Baggage","Jewelry & Watches",NA,"-"
2014011010714,2014-01-07,2013-12-25 09:30:00,"PHL","Philadelphia International Airport","American Eagle","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014011010715,2014-01-06,2013-12-25 00:00:00,"LAX","Los Angeles International Airport","Air Canada","Passenger Property Loss","Checked Baggage","Travel Accessories",0,"Deny"
2014011010716,2014-01-07,2013-08-03 00:00:00,"IAH","Houston - George Bush Intercontinental Airport","UAL","Property Damage","Checked Baggage","Other",NA,"-"
2014011010717,2014-01-07,2013-12-30 00:00:00,"SFB","Orlando Sanford","Allegiant Air","Passenger Property Loss","Checked Baggage","Other",83.48,"Approve in Full"
2014011010718,2014-01-06,2014-01-02 00:00:00,"OGG","Kahului-Maui, HI","UAL","Property Damage","Checked Baggage","Travel Accessories",13.83,"Approve in Full"
2014011010719,2014-01-07,2013-12-10 06:30:00,"ORF","Norfolk International","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",139.99,"Approve in Full"
2014011010720,2014-01-07,2013-12-08 00:00:00,"OMA","Eppley Airfield","Southwest Airlines","Property Damage","Checked Baggage","Baggage/Cases/Purses",269.4,"Settle"
2014011010721,2014-01-07,2013-07-31 10:30:00,"LAX","Los Angeles International Airport","Air Canada","Property Damage","Checked Baggage","Clothing",35.39,"Settle"
2014011010722,2014-01-07,2013-11-16 00:00:00,"PHX","Phoenix Sky Harbor International","Southwest Airlines","Property Damage","Checkpoint","Home Decor",21.31,"Approve in Full"
2014011010723,2014-01-07,2013-12-28 09:30:00,"MIA","Miami International Airport","American Airlines","Property Damage","Checked Baggage","Food & Drink",0,"Deny"
2014011010724,2014-01-07,2013-12-29 08:45:00,"BOS","Boston (Logan) International Airport","American Airlines","Property Damage","Checked Baggage","Computer & Accessories",0,"Deny"
2014011010725,2014-01-10,2013-12-29 00:00:00,"BOS","Boston (Logan) International Airport","American Airlines","Passenger Property Loss","Checked Baggage","Computer & Accessories",NA,"-"
